about , subWordCount:  1 , bout, 
hotspots , subWordCount:  6 , hotspot, hosts, pots, spot, spots, host, 
trainee , subWordCount:  4 , train, rain, tran, tree, 
nielsen , subWordCount:  2 , nile, else, 
podcasting , subWordCount:  18 , sing, casting, past, podcast, cast, ping, pong, posing, asin, posting, ding, cain, ostg, pdas, pain, sting, dating, post, 
murdered , subWordCount:  4 , murder, reed, mere, deed, 
centennial , subWordCount:  4 , neal, neil, teal, cent, 
bluegrass , subWordCount:  12 , bras, legs, blues, bless, less, blur, bugs, grass, bass, blue, gras, brass, 
hazel , subWordCount:  1 , haze, 
ledger , subWordCount:  1 , edge, 
scarlet , subWordCount:  9 , scar, salt, scale, cart, carl, sale, scat, scare, care, 
crushed , subWordCount:  5 , rushed, crush, shed, rush, used, 
acronyms , subWordCount:  5 , acronym, cron, arms, roms, cons, 
laughs , subWordCount:  1 , laugh, 
connie , subWordCount:  2 , conn, cone, 
autographed , subWordCount:  14 , graph, auto, autograph, aged, grad, tape, grape, raped, aura, rape, utah, trap, torah, auth, 
referendum , subWordCount:  6 , fred, feed, fern, enum, reed, refer, 
modulation , subWordCount:  9 , lion, moto, main, dion, tion, multi, motion, moon, latin, 
statues , subWordCount:  8 , tate, state, tues, stats, stat, statue, status, states, 
depths , subWordCount:  2 , depth, dept, 
spices , subWordCount:  4 , pics, spies, spice, pies, 
communion , subWordCount:  8 , onion, union, common, coin, omni, comm, conn, como, 
loader , subWordCount:  2 , oder, load, 
uncertainties , subWordCount:  46 , nine, cert, rite, tits, rants, erie, rats, cite, units, cane, ante, eine, cant, tate, rain, cities, anti, rates, cents, ernie, crane, cent, ties, nets, unit, unite, rate, erin, nite, crate, nate, cain, cans, rant, rains, ants, cries, uncertain, certain, urine, cats, neat, eats, cern, cites, cette, 
colonies , subWordCount:  11 , lies, clones, ones, cone, coli, cons, colon, lone, clone, cole, lois, 
followers , subWordCount:  9 , follows, lows, flower, lowe, flows, lower, flowers, flow, follow, 
caldwell , subWordCount:  5 , call, cell, well, dwell, dell, 
latency , subWordCount:  1 , late, 
themed , subWordCount:  3 , theme, thee, them, 
messy , subWordCount:  1 , mess, 
squadron , subWordCount:  3 , quad, quan, squad, 
ments , subWordCount:  3 , mets, mens, ment, 
subsidy , subWordCount:  1 , subs, 
demolition , subWordCount:  12 , lion, elton, demi, demo, moto, dion, tion, deli, demon, motion, moon, emotion, 
irene , subWordCount:  1 , rene, 
empowerment , subWordCount:  16 , moment, port, poem, owen, porn, mont, meet, empower, ment, power, more, mere, were, poet, went, rent, 
lungs , subWordCount:  1 , lung, 
monuments , subWordCount:  15 , moment, mounts, mount, nuts, nets, mont, moms, monument, ones, ment, ments, mens, mets, outs, moments, 
veronica , subWordCount:  5 , erica, rica, vera, eric, verona, 
filtered , subWordCount:  9 , fred, feed, filter, fire, fired, fled, file, filed, flee, 
replacements , subWordCount:  52 , pace, lets, pact, replace, pens, lace, rants, replacement, mens, ments, cement, rats, lent, rents, amen, places, rams, ment, acts, react, replaces, lens, pans, cents, mets, rent, elem, cent, plans, reps, pant, pants, elements, acme, element, place, ames, race, aces, rant, ants, placements, placement, eats, plan, lame, plant, recent, pets, plants, races, plat, 
growers , subWordCount:  6 , grow, rowe, rows, goes, grower, grows, 
subtitles , subWordCount:  21 , suite, tits, bites, util, suit, suits, title, tile, titles, ties, utils, bite, site, subtle, sits, suites, subs, bits, subtitle, sites, tiles, 
acupuncture , subWordCount:  11 , acre, cute, punt, cunt, pure, ante, acct, acne, aunt, cure, acute, 
workload , subWordCount:  6 , road, world, load, word, wood, work, 
acknowledgement , subWordCount:  36 , know, keen, knee, coed, comet, known, cont, cement, akon, lent, knowledge, colt, come, amen, ment, kent, acne, eden, edge, owen, code, acknowledge, cent, dent, anon, acme, node, cold, clement, cnet, agent, owed, cole, knot, wedge, went, 
highlighting , subWordCount:  5 , high, lighting, ling, light, highlight, 
roasted , subWordCount:  5 , road, rose, rate, rated, roast, 
tenders , subWordCount:  6 , tees, ends, tens, tender, tends, tend, 
inviting , subWordCount:  1 , init, 
grassroots , subWordCount:  7 , roots, root, asst, grass, arts, rats, gras, 
redevelopment , subWordCount:  21 , dept, reel, redeem, lent, even, develop, ment, eden, devon, rent, rope, deep, vent, dent, dont, devel, event, development, dome, rome, open, 
mustard , subWordCount:  2 , star, must, 
strait , subWordCount:  2 , stat, trait, 
masterpiece , subWordCount:  20 , step, msrp, serie, tree, mice, msie, marie, mate, epic, spice, mare, mere, eric, master, piece, erie, rice, spec, marc, mast, 
cellphone , subWordCount:  7 , phone, cell, cone, elle, cello, lone, clone, 
donkey , subWordCount:  1 , done, 
jacks , subWordCount:  1 , jack, 
conceived , subWordCount:  6 , once, coed, cond, cone, cove, need, 
triggered , subWordCount:  9 , tire, tier, tree, tiger, reed, tried, trigger, tired, tied, 
boasts , subWordCount:  6 , bots, boss, boat, bats, boats, bass, 
praying , subWordCount:  7 , pray, ping, rain, paying, ring, rang, pain, 
multiply , subWordCount:  3 , util, multi, lily, 
intercourse , subWordCount:  19 , true, rose, into, curse, ours, nurse, incur, tous, tour, core, course, tours, nous, nero, nose, cure, inter, terre, intro, 
frontgate , subWordCount:  9 , fate, font, rate, gate, nate, tate, frog, front, rotate, 
radial , subWordCount:  2 , dial, rail, 
routinely , subWordCount:  7 , routine, route, only, tiny, rely, util, ruin, 
instructed , subWordCount:  6 , instruct, true, inst, struct, sued, stud, 
stole , subWordCount:  1 , sole, 
armour , subWordCount:  2 , amor, armor, 
summarized , subWordCount:  12 , sure, arid, maze, sized, maid, marie, sued, mare, said, size, summarize, maize, 
avalanche , subWordCount:  7 , vale, lance, lace, vlan, alan, vance, lane, 
northampton , subWordCount:  14 , nato, norton, raton, norm, than, nora, noon, that, ortho, otto, ramon, north, ramp, hampton, 
uploading , subWordCount:  14 , ping, upon, pong, loading, plan, lang, long, upload, ling, loan, plain, ding, load, pain, 
manuscripts , subWordCount:  24 , mais, manuscript, maui, mass, mars, ansi, mips, acts, maps, mats, msrp, must, scripts, mart, arts, mast, ants, nuts, usps, sits, mans, aust, macs, script, 
managerial , subWordCount:  20 , meal, mania, angel, neil, maria, anger, aerial, manage, aria, manager, agri, anal, mail, mara, arial, manga, mage, neal, nail, mana, 
celine , subWordCount:  3 , eine, clin, line, 
exhibited , subWordCount:  4 , exhibit, bite, exit, ibid, 
disciples , subWordCount:  8 , isle, disc, discs, dice, isles, dies, isps, isis, 
shaving , subWordCount:  6 , sing, saving, having, sang, hang, shin, 
finepix , subWordCount:  1 , fine, 
bishops , subWordCount:  5 , shop, bios, bishop, shops, isps, 
destroying , subWordCount:  17 , sing, doing, drying, erin, dong, strong, string, ding, tying, dying, destroy, troy, ring, song, sting, trying, trong, 
humorous , subWordCount:  1 , humor, 
tonnes , subWordCount:  5 , toes, tons, tone, ones, tones, 
hypermail , subWordCount:  8 , email, hype, perl, heal, mail, hail, rail, hyper, 
thunderbird , subWordCount:  12 , thunder, bird, tune, herb, their, under, tuner, nerd, ther, herd, third, tuned, 
corona , subWordCount:  2 , cron, corn, 
griffith , subWordCount:  1 , gift, 
investigative , subWordCount:  26 , nest, gave, invite, state, save, give, naive, esta, gate, investigate, tate, negative, stat, native, tive, nite, invest, nate, vest, estate, site, vega, neat, inst, este, init, 
letras , subWordCount:  1 , lets, 
bylaws , subWordCount:  1 , laws, 
erection , subWordCount:  5 , erect, erin, recon, tion, econ, 
energetic , subWordCount:  1 , eric, 
disturbance , subWordCount:  28 , stance, dane, trac, trace, sane, trance, isbn, sure, urban, distance, diane, tube, disc, dine, dice, stan, tran, duane, stub, dune, dist, race, turn, durban, dance, iran, tune, dire, 
saunders , subWordCount:  10 , sander, sanders, under, anders, sars, sans, sand, sane, sands, suns, 
ribbons , subWordCount:  3 , ions, ribbon, ribs, 
facesitting , subWordCount:  18 , citing, feng, sitting, cest, sing, attn, aest, acting, face, asin, fest, fitting, facing, fast, sting, faces, aces, fact, 
breastfeeding , subWordCount:  51 , basin, beaten, bring, brain, teen, seed, brad, seen, breed, base, feng, resin, bred, sing, ease, best, bean, rain, breeding, rating, rest, breast, sting, feeding, based, beating, read, bread, rate, beast, seeing, feed, beat, eaten, bang, eating, bead, bras, reading, stein, east, resting, este, asin, ding, reed, been, ring, rang, rated, being, 
bilder , subWordCount:  1 , bild, 
reside , subWordCount:  3 , ride, reid, side, 
mccartney , subWordCount:  13 , carte, arte, cane, mate, cart, mary, marty, mart, mare, many, carey, cary, care, 
cashier , subWordCount:  4 , case, cher, hier, cash, 
kathryn , subWordCount:  2 , katy, kathy, 
butterflies , subWordCount:  15 , lies, butt, butts, tees, bees, tres, utter, tries, urls, butter, erie, butte, flies, tele, ties, 
randomized , subWordCount:  7 , rand, raid, rome, amid, dome, died, random, 
knots , subWordCount:  1 , knot, 
motivational , subWordCount:  22 , tivo, moto, tion, ivan, moon, motto, tina, tional, main, tail, mail, vaio, mana, motivation, anal, vail, tata, vain, otto, motion, mona, oval, 
offences , subWordCount:  7 , once, fence, offence, ones, fences, offs, fees, 
anton , subWordCount:  1 , anon, 
gratuite , subWordCount:  4 , gratuit, gate, rate, rite, 
celebrates , subWordCount:  15 , celeb, lets, cats, bras, cert, rate, bates, late, eats, crate, celebrate, celebs, bats, rates, rats, 
armenian , subWordCount:  7 , area, aria, arena, amen, arin, mean, armenia, 
longitudinal , subWordCount:  9 , dial, long, tuna, luna, gina, loud, login, nina, tina, 
historians , subWordCount:  19 , iran, sans, sins, hist, hits, tons, ions, sons, stan, hans, historian, trans, horns, torn, iris, tran, tori, horn, isis, 
realities , subWordCount:  12 , lies, relies, rite, rate, eats, reits, lite, real, rates, elite, rats, ties, 
mentions , subWordCount:  10 , mins, tions, tons, ions, ment, tion, ments, mens, mets, mention, 
neuroscience , subWordCount:  23 , nine, rose, nice, scene, nose, erie, rosen, euros, once, eine, since, rene, none, erin, nurse, science, rosie, neon, euro, eric, rice, urine, nero, 
blender , subWordCount:  6 , blend, lender, beer, bender, bend, lend, 
jumps , subWordCount:  1 , jump, 
fleming , subWordCount:  3 , ling, feng, ming, 
blaster , subWordCount:  6 , late, blast, later, laser, last, base, 
optimistic , subWordCount:  5 , misc, otis, omit, mist, optic, 
remediation , subWordCount:  16 , median, meat, media, raton, ratio, main, eaton, edition, edit, rain, dion, reed, mediation, tion, mean, remain, 
wasting , subWordCount:  5 , sing, asin, wing, wang, sting, 
decoder , subWordCount:  5 , deco, decor, oder, code, deer, 
genocide , subWordCount:  3 , gene, node, genie, 
acclaimed , subWordCount:  14 , laid, acclaim, acme, acad, acid, clad, lied, claimed, lame, clam, came, aimed, claim, lime, 
heathrow , subWordCount:  6 , throw, heat, hero, hath, heath, hear, 
pantera , subWordCount:  4 , ante, para, pant, pane, 
glitter , subWordCount:  3 , lite, litter, liter, 
giovanni , subWordCount:  1 , ivan, 
sidebar , subWordCount:  3 , side, dear, idea, 
authored , subWordCount:  4 , auto, author, thor, auth, 
lasted , subWordCount:  2 , late, last, 
awhile , subWordCount:  1 , while, 
winery , subWordCount:  1 , wine, 
scaled , subWordCount:  2 , sale, scale, 
contingency , subWordCount:  7 , nine, coin, tiny, conn, cone, cont, cote, 
photon , subWordCount:  1 , photo, 
wiltshire , subWordCount:  8 , tire, wish, wire, with, hire, wise, sire, shire, 
overlay , subWordCount:  4 , vera, very, overly, over, 
wraps , subWordCount:  1 , wrap, 
constituents , subWordCount:  49 , coin, consent, cuts, count, costs, tits, tent, ones, sins, cont, cote, const, cues, situ, cite, cunt, constituent, coins, onsite, sent, cents, counts, cost, sets, contents, ties, cent, nets, content, nite, onset, stunt, tues, conn, cnet, titus, cons, tents, site, suns, nuts, niue, sits, otis, tens, cites, cone, sites, outs, 
rusty , subWordCount:  1 , rust, 
pharma , subWordCount:  3 , hama, para, harm, 
handicapped , subWordCount:  9 , hand, acad, handed, dice, nice, cape, handicap, died, capped, 
exported , subWordCount:  3 , port, export, expo, 
fayetteville , subWordCount:  18 , evil, fall, tile, fail, fell, yell, fave, fayette, alle, fill, ville, file, tell, elle, fate, feel, till, tele, 
champaign , subWordCount:  12 , campaign, hama, main, cpan, chin, champ, camp, cain, chap, pain, chan, chain, 
warns , subWordCount:  2 , warn, wars, 
pakistani , subWordCount:  6 , past, akin, stan, pasta, pain, pakistan, 
harmless , subWordCount:  9 , hale, hare, ares, arms, hess, ames, harm, mess, less, 
bitches , subWordCount:  4 , bites, bite, bits, bitch, 
sting , subWordCount:  1 , sing, 
urbana , subWordCount:  1 , urban, 
believers , subWordCount:  12 , lies, lives, believer, believes, believe, bees, beer, ever, live, lever, liver, beers, 
diagnose , subWordCount:  7 , diane, dane, dose, nose, dine, dans, dino, 
secsg , subWordCount:  1 , secs, 
franco , subWordCount:  2 , fran, franc, 
announcing , subWordCount:  2 , noun, anon, 
dispersion , subWordCount:  11 , peso, person, erin, sion, pers, dion, iron, spin, dies, isps, issn, 
curiosity , subWordCount:  3 , city, riot, cost, 
trivium , subWordCount:  1 , trim, 
amature , subWordCount:  3 , mate, mature, mare, 
showroom , subWordCount:  2 , room, show, 
swarovski , subWordCount:  2 , sars, wars, 
resting , subWordCount:  5 , sing, resin, ring, rest, sting, 
missiles , subWordCount:  9 , isle, msie, mile, miss, misses, miles, missile, isles, isis, 
persistence , subWordCount:  21 , rite, pete, persist, erie, eine, since, pest, rise, pers, rene, prince, erin, essence, eric, risen, rice, piece, site, price, este, pine, 
coarse , subWordCount:  4 , case, cars, care, core, 
continents , subWordCount:  23 , nine, coin, continent, tent, tits, ones, cont, cote, coins, inns, cents, contents, cent, ties, nets, content, conn, cnet, cons, tents, otis, tens, cone, 
liter , subWordCount:  1 , lite, 
carpets , subWordCount:  13 , carpet, cats, cars, carts, cart, cares, cape, caps, ares, pets, arts, care, carp, 
recovering , subWordCount:  19 , cover, coin, erin, even, corn, rove, cern, over, recon, ever, ring, cove, econ, vein, oven, rover, recover, orig, covering, 
submarine , subWordCount:  14 , sure, urine, maine, mine, marin, main, marie, marine, bare, arin, mare, sbin, barn, sane, 
blessings , subWordCount:  13 , sing, legs, sings, blessing, bins, less, bless, sins, bling, ling, lens, beings, being, 
brendan , subWordCount:  4 , brenda, bred, bend, bean, 
prevailing , subWordCount:  15 , evil, prev, ping, vain, prevail, rain, ling, ring, vail, rang, evan, rail, pain, eval, real, 
originated , subWordCount:  9 , origin, gate, rate, rigid, rite, nate, gina, rated, orig, 
condosaver , subWordCount:  19 , saver, odor, condos, cover, dave, dove, condo, save, cond, dose, over, cave, cone, cove, oder, dover, nose, cons, code, 
sculptures , subWordCount:  20 , sure, spurs, spur, cute, clues, cuts, pure, cult, cultures, cups, cues, tres, cpus, tues, pres, sculpture, clue, lure, cure, culture, 
intrinsic , subWordCount:  3 , inns, ntsc, iris, 
classicvacations , subWordCount:  60 , actions, asian, cast, action, scans, casa, sins, tion, ivan, satin, asians, aston, clit, caicos, casio, casts, avon, vacations, sons, acts, scat, asia, sans, vaio, lava, scion, lion, ciao, clin, classics, cation, sion, lions, clic, vacation, classic, cass, cain, ions, icons, cans, cons, icon, scan, last, cats, avis, tions, sits, tons, vans, asin, laos, acct, class, lasts, clan, vain, asst, latin, 
blackpool , subWordCount:  7 , back, bool, kool, cool, black, lack, pool, 
thoughtful , subWordCount:  8 , tough, thou, hugh, thug, though, thought, ought, tout, 
archer , subWordCount:  3 , arch, cher, acer, 
hertfordshire , subWordCount:  22 , tire, rode, rose, fire, ford, erie, tori, here, horde, hire, hero, horse, hers, herd, fore, hose, rosie, rods, sire, dire, hehe, shire, 
inuyasha , subWordCount:  2 , nasa, nash, 
nominees , subWordCount:  7 , nine, none, mins, mines, nominee, ones, mine, 
warmer , subWordCount:  3 , amer, warm, ware, 
viewsonic , subWordCount:  4 , views, ionic, sonic, view, 
dryers , subWordCount:  3 , dryer, dyes, dyer, 
fujifilm , subWordCount:  2 , film, fuji, 
basil , subWordCount:  1 , bail, 
hallmark , subWordCount:  5 , hama, alla, mark, hall, alma, 
counterparts , subWordCount:  46 , contra, counter, cops, cert, cuts, count, cart, ones, part, courts, cont, cote, cues, coup, rats, cunt, cars, carts, tear, coats, ears, counts, court, nets, corr, near, cute, ours, cups, corp, counterpart, cnet, cons, arts, tears, neat, cats, counters, eats, teas, parts, corps, cone, coat, outer, outs, 
paced , subWordCount:  1 , pace, 
grouped , subWordCount:  2 , rope, group, 
dominate , subWordCount:  11 , mint, date, done, mate, nate, dont, dine, omit, dome, donate, mine, 
asians , subWordCount:  5 , asian, asin, sins, asia, sans, 
orient , subWordCount:  1 , rent, 
contra , subWordCount:  1 , cont, 
damaging , subWordCount:  5 , aging, ming, main, damn, ding, 
populated , subWordCount:  7 , pole, plated, plate, late, pope, opted, plat, 
seether , subWordCount:  3 , ther, ether, seth, 
renee , subWordCount:  1 , rene, 
boiling , subWordCount:  4 , ling, boil, boing, bling, 
journeys , subWordCount:  8 , jour, jones, journey, june, ours, ones, joey, jury, 
milestones , subWordCount:  29 , lets, mile, lest, tone, leon, ones, tones, mens, mine, milestone, less, mines, toes, leone, sons, miles, lens, mets, mist, mins, miss, ions, milton, stones, mess, tons, este, stone, lone, 
parkinson , subWordCount:  13 , akin, anon, parks, pins, arin, prison, park, pans, pain, akon, pains, paris, paso, 
parsing , subWordCount:  6 , sing, ping, asin, arin, ring, pain, 
splitting , subWordCount:  10 , split, sing, sitting, ping, sling, ling, spit, pitt, spin, sting, 
mclean , subWordCount:  4 , lean, clan, mean, clean, 
derbyshire , subWordCount:  7 , derby, dire, hire, desire, erie, sire, shire, 
checkboxes , subWordCount:  4 , check, heck, checks, boxes, 
abandon , subWordCount:  2 , band, anon, 
lobbying , subWordCount:  4 , ling, lying, lobby, long, 
cigars , subWordCount:  2 , cars, cigar, 
cinemas , subWordCount:  1 , cinema, 
islander , subWordCount:  7 , sander, island, land, isle, sand, lane, sane, 
encoder , subWordCount:  4 , code, node, oder, encode, 
nicolas , subWordCount:  1 , cola, 
inference , subWordCount:  6 , fern, free, fence, irene, ieee, rene, 
recalled , subWordCount:  8 , read, call, elle, alle, reed, called, recall, real, 
importers , subWordCount:  10 , port, imports, porter, pots, ports, importer, more, import, pres, pers, 
impressum , subWordCount:  4 , pres, mess, press, impress, 
transformer , subWordCount:  14 , amer, norm, tome, rome, transfer, form, some, tran, former, trans, transform, fore, sore, rare, 
declarations , subWordCount:  52 , carton, cart, dean, dion, tion, lars, lara, rats, dear, ratio, raton, eaton, cars, clarion, carat, carts, rain, earns, darts, deli, ears, clara, lion, elton, clin, erin, darn, cation, lions, ions, arin, drain, ratios, cain, cron, cans, dans, declaration, cons, earn, arts, rains, dart, cats, deco, tions, eats, tons, laos, clan, econ, latin, 
chattanooga , subWordCount:  6 , attn, tang, hang, chat, chang, chan, 
maroon , subWordCount:  1 , moon, 
drafts , subWordCount:  2 , draft, rats, 
excursions , subWordCount:  11 , euros, erin, sion, ions, sons, euro, cron, sins, econ, cons, excursion, 
kontakt , subWordCount:  1 , kona, 
shack , subWordCount:  2 , hack, sack, 
marrow , subWordCount:  1 , arrow, 
licences , subWordCount:  7 , lies, licence, lines, lens, liens, lien, line, 
bathing , subWordCount:  4 , thing, bath, thin, bang, 
lambert , subWordCount:  5 , amer, lamb, lame, amber, bert, 
epilepsy , subWordCount:  3 , piles, pile, pies, 
allowances , subWordCount:  23 , lowe, ones, lace, lanes, once, aloe, alone, loan, allan, loans, lows, lance, alle, alas, alan, aces, allowance, allows, owns, alla, lane, lone, allow, 
fountains , subWordCount:  7 , fountain, fins, font, otis, fans, fonts, outs, 
goggles , subWordCount:  1 , goes, 
unhappy , subWordCount:  1 , happy, 
clones , subWordCount:  5 , ones, cone, cons, lone, clone, 
foregoing , subWordCount:  9 , feng, going, frog, ring, goin, gong, orig, oregon, fore, 
crossover , subWordCount:  9 , cover, rose, rove, over, crosse, cross, cove, rover, ross, 
specificity , subWordCount:  8 , spec, specify, specific, sect, city, spit, pity, spicy, 
certainty , subWordCount:  12 , cert, rant, erin, tiny, cant, cern, rain, cain, rainy, city, cent, certain, 
sleek , subWordCount:  1 , seek, 
gerard , subWordCount:  2 , grad, gear, 
osteoporosis , subWordCount:  11 , step, tops, otis, pros, stops, oops, tori, stop, ross, toss, steps, 
approvals , subWordCount:  7 , apps, approval, appl, prov, pros, pals, oval, 
antarctic , subWordCount:  5 , anti, atari, attic, arctic, tactic, 
successive , subWordCount:  4 , success, suse, scsi, susie, 
neglected , subWordCount:  5 , neglect, elec, elected, elect, need, 
monty , subWordCount:  1 , mont, 
cafes , subWordCount:  1 , cafe, 
classmates , subWordCount:  24 , cast, smes, late, casa, cams, casts, mate, clam, classes, mats, case, cass, came, ames, last, cases, cats, lama, lame, lasts, class, asst, mates, asses, 
fracture , subWordCount:  10 , frau, acre, fact, rate, face, fare, race, fate, cure, rare, 
cancers , subWordCount:  6 , acer, cane, cars, cans, cancer, aces, 
foremost , subWordCount:  10 , fort, foot, most, frost, form, fest, forms, forest, rest, fore, 
nineteenth , subWordCount:  9 , teeth, nine, tenth, nite, tent, teen, ieee, ninth, intent, 
chesapeake , subWordCount:  9 , cake, cape, cheek, heap, cheap, chap, speak, peak, sake, 
tango , subWordCount:  1 , tang, 
melting , subWordCount:  3 , ling, melt, ming, 
mahogany , subWordCount:  2 , hogan, many, 
actresses , subWordCount:  11 , acre, tree, tees, tres, acts, ares, trees, aces, actress, acres, asses, 
clarence , subWordCount:  8 , cane, lance, lace, clan, clare, lane, care, rene, 
buster , subWordCount:  2 , user, bust, 
moderated , subWordCount:  14 , dead, meat, mode, rate, date, moderate, mate, dated, deed, more, oder, mere, rated, mead, 
nassau , subWordCount:  1 , nasa, 
ignorant , subWordCount:  7 , goat, igor, iran, nora, gran, grant, rant, 
allowable , subWordCount:  6 , able, aloe, lowe, alle, alla, allow, 
karate , subWordCount:  5 , arte, rate, kart, kate, kara, 
compositions , subWordCount:  38 , cops, coin, moss, moto, positions, pins, costs, sins, tion, options, moon, option, most, pits, pots, sons, coins, post, cost, mins, posts, sion, ions, omit, cons, comp, cmos, compost, tions, sits, tons, compton, otis, motions, position, motion, como, composition, 
sings , subWordCount:  2 , sing, sins, 
marcos , subWordCount:  5 , macs, mars, marco, macos, marc, 
carte , subWordCount:  3 , cart, arte, care, 
canned , subWordCount:  2 , cane, anne, 
collects , subWordCount:  6 , coll, lets, colt, colts, collect, cole, 
treaties , subWordCount:  14 , tree, rate, treats, treat, tees, eats, tate, tres, teas, tries, trees, rates, rats, ties, 
endurance , subWordCount:  7 , dane, endure, duane, educ, dune, race, dance, 
optimizing , subWordCount:  3 , ming, timing, ping, 
teaspoon , subWordCount:  5 , espn, teas, soon, spoon, toon, 
switchfoot , subWordCount:  9 , shot, foot, witch, shoot, with, swift, sich, sith, switch, 
coldplay , subWordCount:  7 , coll, cold, cola, cody, play, copy, clay, 
insulated , subWordCount:  7 , isle, inst, late, nate, sued, slate, insult, 
dupont , subWordCount:  2 , upon, dont, 
harriet , subWordCount:  2 , hare, hart, 
philosopher , subWordCount:  16 , poor, pile, hose, lose, pose, pooh, pope, phil, loser, pipe, hope, pier, loop, hoop, piper, hier, 
rectangle , subWordCount:  13 , eagle, engl, range, cane, rectal, tang, angle, tale, rang, rage, cage, rene, real, 
pains , subWordCount:  3 , pans, pain, pins, 
decatur , subWordCount:  1 , dear, 
wrapper , subWordCount:  2 , wrap, rape, 
buchanan , subWordCount:  1 , chan, 
drummer , subWordCount:  1 , drum, 
sobre , subWordCount:  1 , sore, 
guitarist , subWordCount:  4 , guts, guitars, iris, guitar, 
symmetric , subWordCount:  2 , metric, eric, 
ceremonies , subWordCount:  12 , cmos, monies, cern, ones, creme, cron, cone, cons, erie, ernie, rene, cries, 
satisfies , subWordCount:  3 , safe, isis, ties, 
appellate , subWordCount:  10 , plate, late, apple, alle, pete, ella, elle, alla, appl, plat, 
comma , subWordCount:  2 , comm, coma, 
geeks , subWordCount:  1 , geek, 
conformity , subWordCount:  11 , conform, fort, cory, norm, forty, form, omit, cont, conf, city, fomit, 
insightful , subWordCount:  8 , situ, sigh, night, inst, sight, init, insight, intl, 
supper , subWordCount:  3 , supp, upper, super, 
fulfilling , subWordCount:  7 , filling, fulfill, full, ling, filing, fill, fulfil, 
hooded , subWordCount:  1 , hood, 
unrated , subWordCount:  3 , rated, nate, rate, 
adsense , subWordCount:  2 , sense, dense, 
instability , subWordCount:  16 , stability, tilt, abit, salt, italy, stat, sail, inst, tail, stab, inability, ability, stay, init, nail, intl, 
seminary , subWordCount:  3 , seminar, mary, semi, 
exemptions , subWordCount:  10 , mins, tions, pins, tons, ions, exempt, exemption, tion, xeon, expo, 
integrates , subWordCount:  17 , neat, nets, gate, rate, intra, gates, tees, nate, tate, eats, tres, integrate, teas, rates, rats, inter, gras, 
presenter , subWordCount:  14 , rest, reset, peter, peer, este, preset, enter, sent, pest, pete, pres, present, rent, rene, 
offenses , subWordCount:  4 , fees, offense, ones, offs, 
emulation , subWordCount:  7 , lion, elton, main, eaton, tion, multi, latin, 
lengthy , subWordCount:  2 , lent, length, 
sonata , subWordCount:  2 , sata, sont, 
fortress , subWordCount:  4 , fore, fort, forte, tres, 
contiguous , subWordCount:  8 , ngos, tous, otis, congo, nous, cont, cons, onto, 
bookstores , subWordCount:  15 , toes, bots, bookstore, boots, boss, bore, tres, boost, bose, boot, store, book, sore, stores, books, 
inaccurate , subWordCount:  13 , acura, acre, cute, arte, rate, accurate, incur, nate, crate, acct, aura, cure, acute, 
explanatory , subWordCount:  14 , nato, pant, plano, expat, plan, plato, plant, tory, entry, play, panty, planar, expo, plat, 
settlers , subWordCount:  3 , sees, settle, sets, 
stools , subWordCount:  3 , tools, tool, stool, 
ministerial , subWordCount:  27 , neil, mint, mini, miner, steal, mine, intel, initial, mira, seal, neal, nist, mist, mins, intra, nite, trial, minister, intl, meal, inst, mister, teal, serial, init, inter, mineral, 
agendas , subWordCount:  4 , agenda, aged, ages, ends, 
publishes , subWordCount:  12 , lies, uses, pulses, bliss, piss, publ, push, pies, publish, pushes, pulse, pubs, 
stacks , subWordCount:  4 , sacks, stack, tack, sack, 
owning , subWordCount:  2 , wing, owing, 
andersen , subWordCount:  2 , anders, andre, 
busch , subWordCount:  1 , bush, 
bipolar , subWordCount:  2 , polar, biol, 
facilitating , subWordCount:  24 , flat, attn, acta, fiat, clit, fail, tang, ling, facing, alta, alain, citing, clin, acting, lang, filing, cain, alan, flag, fact, failing, clan, fitting, latin, 
complained , subWordCount:  42 , coin, clad, maid, coed, cpan, lied, mine, colin, oman, cane, main, cond, come, plane, laid, land, maine, clin, cope, cold, cola, cain, coli, comp, paid, lined, cole, line, coma, copied, pane, plan, plaid, complied, clan, plain, cone, pain, lane, pine, mind, complain, 
ferdinand , subWordCount:  6 , rand, fern, finn, erin, fran, find, 
thrill , subWordCount:  2 , hill, till, 
undoubtedly , subWordCount:  10 , noel, duty, nobel, doubt, duly, obey, note, noted, undo, duel, 
menopause , subWordCount:  11 , ease, nope, pause, mouse, nose, menus, menu, nous, mens, opus, muse, 
inbound , subWordCount:  3 , noun, bound, bond, 
withheld , subWordCount:  4 , with, held, weld, wild, 
insisted , subWordCount:  7 , inst, nite, init, insist, site, nist, isis, 
shortlist , subWordCount:  12 , shot, list, shots, hist, shit, sort, otis, short, sorts, shorts, holt, host, 
gainesville , subWordCount:  18 , ansi, evil, gail, neil, gave, isle, aisle, gains, nile, geile, alle, neville, gale, ville, gill, elle, gain, give, 
eclectic , subWordCount:  3 , elect, clic, elec, 
reluctant , subWordCount:  3 , rant, cant, rent, 
headphone , subWordCount:  6 , phone, done, hehe, head, heap, hahn, 
regimes , subWordCount:  4 , rims, regs, regis, regime, 
headaches , subWordCount:  7 , haas, hehe, headache, head, each, aces, heads, 
ramsey , subWordCount:  1 , rams, 
